respid,int_date,state,usr,gender,internetuse,Give_up_TV,Give_up_cellphone,Give_up_internet,give_up_socialmedia,age,educ2,emplnw,inc
101183,180105,27,U,Female,Yes,4,2,1,NaN,99,6,1,5
101184,180105,20,U,Male,No,3,2,NaN,3,54,3,4,1
101186,180105,17,U,Female,Yes,4,1,1,2,32,3,1,5
101188,180105,48,R,Female,Yes,1,3,1,NaN,66,4,3,6
101189,180105,48,S,Male,Yes,4,1,1,1,39,6,1,8
101190,180105,20, ,Male,Yes,4,1,1,3,24,3,4,4
101192,180105,48,U,Male,Yes,6,1,1,3,21,3,2,6
101193,180105,17,S,Male,Yes,1,1,1,3,39,4,1,5
101194,180105,48,U,Female,Yes,2,1,1,1,23,3,1,2
101195,180105,55,S,Male,Yes,2,1,1,2,67,6,2,9
101196,180105,48, ,Male,Yes,4,4,2,4,24,3,1,99
101201,180105,46,U,Male,Yes,4,1,1,1,20,3,1,2
101203,180105,48,U,Female,Yes,2,2,2,3,34,4,4,4
101205,180107,1,S,Male,Yes,2,1,2,4,46,6,1,99
101207,180105,27, ,Male,Yes,3,4,4,NaN,20,4,2,99
101210,180105,34,S,Male,Yes,1,3,2,NaN,68,7,4,9
101211,180105,40,S,Male,Yes,2,2,1,2,51,4,2,6
101212,180105,48,U,Male,Yes,3,1,1,2,30,7,1,8
101213,180107,29,R,Female,No,1,2,NaN,NaN,79,2,3,98
101214,180105,5,U,Male,Yes,2,4,1,NaN,53,6,3,4
101216,180105,47,S,Female,Yes,2,1,1,3,60,3,2,8
101220,180105,48,U,Male,Yes,4,3,4,4,54,6,1,8
101221,180105,48,U,Female,Yes,4,1,1,1,46,4,2,3
101225,180105,48,U,Female,Yes,2,1,2,NaN,75,6,3,6
101226,180105,23,S,Male,Yes,4,1,1,4,27,3,1,2
101227,180105,27,U,Female,Yes,1,1,1,1,50,4,4,2
101228,180105,27,U,Male,Yes,2,1,2,3,38,6,1,6
101230,180105,48,U,Female,Yes,1,1,3,NaN,76,3,3,2
101231,180105,27,U,Male,Yes,3,1,1,2,36,6,1,8
101236,180105,48,U,Male,Yes,4,1,1,1,21,3,1,5
101237,180105,48,S,Female,Yes,2,2,2,NaN,69,6,3,8
101239,180105,13,U,Male,Yes,2,3,2,NaN,30,6,1,6
101240,180105,46,R,Male,Yes,2,1,1,2,67,8,2,8
101241,180105,54,S,Female,Yes,1,1,1,3,71,4,3,6
101242,180105,48, ,Female,Yes,2,1,2,2,68,3,1,3
101244,180105,45,S,Male,Yes,2,2,2,4,69,6,1,99
101245,180105,51,S,Female,Yes,2,3,1,2,25,6,1,7
101246,180105,17,S,Male,Yes,1,1,1,NaN,68,6,2,2
101248,180105,36,S,Female,Yes,1,2,3,2,29,4,4,3
101250,180107,37,S,Female,Yes,3,1,4,4,60,3,6,3
101251,180105,42,S,Male,Yes,1,1,1,2,18,4,2,98
101253,180105,48,S,Male,Yes,1,1,1,1,24,6,1,2
101257,180105,44,S,Female,Yes,2,1,1,3,25,7,1,6
101258,180105,38,U,Male,Yes,1,1,1,4,61,3,1,3
101259,180105,40,U,Female,Yes,4,2,4,4,22,3,4,1
101261,180105,27,S,Male,Yes,2,2,1,3,57,6,3,7
101263,180105,37,U,Female,Yes,2,1,1,3,30,6,1,9
101264,180105,55,U,Male,Yes,3,2,1,3,22,6,7,7
101265,180105,17,R,Male,Yes,4,1,3,2,60,6,1,6
101267,180105,5,U,Male,Yes,4,1,1,2,66,6,3,99
101271,180105,48,U,Male,Yes,2,1,2,2,32,3,1,7
101273,180105,17,R,Male,Yes,3,4,2,3,55,6,4,3
101274,180105,48,U,Male,Yes,5,5,5,4,51,8,1,9
101275,180105,36,S,Male,Yes,1,1,1,2,22,6,4,6
101276,180105,48,U,Male,Yes,1,1,1,NaN,32,4,1,2
101277,180105,48,S,Female,Yes,3,1,1,3,23,5,4,98
101279,180105,18, ,Male,Yes,6,4,4,NaN,32,3,1,98
101284,180105,55, ,Female,No,1,3,NaN,NaN,77,3,3,3
101285,180105,2,U,Male,Yes,1,1,1,NaN,65,6,3,6
101287,180105,17,S,Female,Yes,4,2,1,2,21,5,1,3
101288,180105,37,S,Male,Yes,4,4,4,4,29,6,2,4
101289,180105,49,S,Male,No,3,1,2,2,50,6,1,99
101290,180105,16,U,Male,Yes,3,1,3,1,18,3,4,98
101291,180105,35,U,Female,Yes,1,2,1,2,99,6,1,99
101292,180105,27,S,Male,Yes,3,2,2,3,21,3,4,98
101293,180105,4,S,Male,Yes,4,1,1,2,32,5,1,7
101295,180105,35, ,Male,Yes,3,1,1,NaN,41,7,1,6
101296,180105,55,S,Female,Yes,4,2,1,NaN,64,6,1,6
101297,180105,35,U,Female,Yes,3,1,2,NaN,84,7,3,99
101298,180105,30,R,Male,Yes,3,2,2,3,47,3,1,5
101301,180105,4,U,Female,No,3,4,6,NaN,74,4,3,3
101302,180105,47,S,Male,Yes,4,3,2,4,36,6,1,9
101303,180105,48,S,Male,No,4,4,NaN,4,62,3,1,4
101304,180105,30,R,Female,Yes,4,1,1,2,33,7,1,6
101305,180105,49,S,Male,Yes,4,1,1,4,47,4,1,7
101306,180105,48,U,Male,No,4,4,NaN,4,30,3,4,2
101308,180105,6,S,Male,Yes,4,2,2,NaN,22,4,6,4
101309,180109,6, ,Female,Yes,4,1,1,NaN,23,99,99,9
101311,180105,41,U,Male,Yes,2,1,1,2,28,6,1,6
101317,180105,6,S,Male,Yes,2,1,1,2,38,3,1,99
101318,180105,6, ,Male,Yes,4,3,3,NaN,42,6,1,9
101319,180105,6,U,Male,Yes,1,1,1,2,67,7,1,9
101320,180105,6,U,Female,Yes,4,2,4,4,36,2,4,1
101321,180105,6,S,Male,Yes,1,2,1,NaN,72,7,3,9
101322,180105,8,S,Female,Yes,3,1,1,2,60,3,2,7
101323,180105,6,S,Male,Yes,2,1,1,2,43,6,4,8
101324,180105,6, ,Male,Yes,3,1,1,NaN,35,6,1,8
101327,180105,8,U,Male,Yes,6,1,5,4,30,6,1,8
101328,180105,6,U,Male,Yes,2,1,1,2,31,4,1,2
101329,180105,49,S,Male,Yes,1,1,2,NaN,82,6,5,6
101331,180105,53,U,Female,Yes,2,1,4,NaN,85,5,3,99
101332,180105,6,S,Male,Yes,4,2,1,NaN,18,3,2,98
101333,180105,6,S,Female,Yes,1,1,1,4,52,5,1,6
101334,180105,6,S,Female,Yes,1,1,1,3,45,2,6,98
101335,180105,6,S,Male,Yes,3,1,2,4,44,3,1,7
101336,180105,6,U,Male,Yes,2,1,1,4,56,4,1,9
101338,180105,6,U,Male,Yes,4,3,3,4,54,1,1,1
101340,180105,6, ,Male,Yes,2,1,2,1,45,1,1,2
101341,180105,41,U,Male,Yes,1,5,2,NaN,40,6,1,3
101342,180105,6,U,Female,Yes,3,1,1,2,40,6,1,9
101343,180105,6, ,Male,Yes,6,1,2,2,74,6,3,1
101346,180106,50,R,Male,Yes,4,1,1,4,33,3,1,3
101348,180106,45, ,Male,Yes,3,1,1,2,25,8,1,6
101349,180106,12,S,Male,Yes,3,3,2,3,80,5,3,5
101350,180106,39,U,Male,Yes,2,1,1,1,22,4,7,2
101351,180106,51,R,Female,Yes,1,1,2,3,83,6,3,3
101352,180106,25,S,Male,Yes,3,1,1,3,43,7,1,9
101353,180106,18,U,Male,Yes,1,1,1,2,69,7,1,99
101355,180106,13,S,Female,Yes,4,1,4,4,60,5,1,4
101356,180106,25,U,Female,Yes,1,1,1,3,49,5,3,7
101357,180106,13,S,Female,Yes,1,1,1,1,67,5,3,7
101358,180106,42,S,Male,Yes,4,4,1,2,26,3,2,6
101360,180106,26,U,Female,Yes,4,1,1,1,22,3,2,1
101361,180106,36,S,Female,Yes,1,1,1,2,60,3,2,9
101362,180106,12,S,Male,Yes,1,1,1,2,61,7,1,8
101363,180106,26,S,Female,Yes,4,2,3,4,46,6,1,9
101364,180106,9,S,Female,Yes,1,1,1,3,32,6,1,8
101366,180106,26,S,Male,Yes,2,1,1,2,44,5,1,7
101367,180106,13,S,Male,No,1,4,NaN,NaN,74,5,3,98
101370,180106,18, ,Male,Yes,4,2,2,NaN,47,3,5,2
101372,180106,27,R,Male,Yes,2,2,2,4,81,8,3,7
101373,180106,31,U,Female,Yes,1,1,1,2,99,6,3,99
101374,180106,29,U,Male,Yes,2,2,1,4,43,6,1,7
101375,180106,48,U,Male,Yes,2,1,1,4,52,4,1,8
101379,180106,17,U,Male,Yes,2,1,1,2,32,6,1,9
101380,180106,48,U,Female,No,4,1,4,NaN,59,4,2,1
101381,180106,12,U,Female,Yes,1,1,1,2,45,6,1,99
101382,180106,1,R,Female,Yes,1,1,1,2,63,4,5,6
101384,180106,48,U,Male,Yes,4,2,4,4,22,3,2,7
101385,180106,12,S,Female,Yes,3,2,2,3,29,6,1,2
101386,180106,22, ,Male,Yes,4,4,4,NaN,27,2,1,9
101388,180108,18,U,Male,No,1,1,NaN,NaN,68,3,2,3
101389,180106,13,R,Male,Yes,2,4,4,4,62,4,3,7
101390,180106,25,S,Male,Yes,2,5,2,NaN,37,3,1,9
101393,180106,8,S,Male,Yes,4,1,1,2,43,7,1,8
101394,180106,39,S,Female,Yes,4,1,1,1,36,4,1,3
101397,180106,26,S,Male,Yes,1,1,1,NaN,60,8,1,9
101398,180106,48,S,Male,Yes,2,2,1,2,23,7,2,1
101399,180106,34,S,Male,No,2,4,4,NaN,79,7,3,7
101401,180106,17, ,Female,Yes,2,1,2,NaN,55,98,2,1
101402,180106,48, ,Male,Yes,4,4,1,4,31,4,1,9
101406,180106,34,S,Male,Yes,2,1,1,3,64,6,1,7
101407,180107,17,S,Female,Yes,4,1,1,2,52,4,2,9
101410,180106,48,U,Male,Yes,1,1,1,1,25,6,1,8
101414,180106,46,R,Female,Yes,2,1,1,3,36,8,1,99
101415,180106,48,S,Female,Yes,1,3,1,1,54,1,2,2
101416,180106,12,S,Female,Yes,1,1,2,2,36,5,4,5
101418,180106,6,S,Male,Yes,4,4,4,4,31,3,1,4
101419,180106,4,S,Female,Yes,1,1,1,2,66,6,1,99
101421,180106,37,U,Female,Yes,1,3,3,3,65,2,6,2
101422,180106,6,S,Male,Yes,4,4,3,4,47,7,1,9
101423,180106,6,U,Female,Yes,4,2,2,3,21,3,2,1
101425,180106,6,S,Male,Yes,2,2,2,4,53,7,1,9
101426,180106,12, ,Female,Yes,6,6,1,NaN,99,99,99,99
101427,180106,17,R,Female,Yes,4,5,5,4,52,6,1,5
101429,180106,4,U,Female,Yes,2,1,1,2,32,2,4,2
101431,180106,35,U,Female,Yes,4,1,4,4,55,5,1,4
101433,180106,42,S,Male,Yes,1,1,1,1,19,3,1,4
101434,180106,6,U,Male,Yes,2,2,1,2,29,6,1,1
101436,180106,8,U,Female,Yes,1,1,1,NaN,68,7,3,7
101437,180106,35,U,Male,Yes,1,1,1,1,44,3,2,2
101438,180106,8,U,Female,Yes,4,1,2,4,49,6,1,7
101440,180106,48,U,Female,Yes,2,2,2,4,43,3,2,1
101441,180106,55,U,Male,Yes,4,4,2,2,29,5,1,6
101443,180106,6,U,Female,Yes,2,1,1,1,35,6,2,9
101444,180106,51,U,Male,Yes,3,2,1,3,33,7,1,9
101445,180106,6,S,Male,Yes,6,3,2,4,50,4,2,2
101446,180106,5,U,Male,Yes,2,3,2,3,55,6,1,8
101447,180106,26,R,Male,Yes,2,1,2,2,66,3,1,3
101448,180106,12,S,Male,Yes,4,4,4,NaN,66,7,1,7
101450,180106,53, ,Female,Yes,1,1,4,NaN,79,5,4,3
101451,180106,13,S,Male,No,3,4,NaN,NaN,47,3,1,4
101452,180106,55,S,Female,No,1,1,NaN,NaN,90,2,4,2
101453,180106,6,S,Male,Yes,4,1,1,4,54,2,3,5
101454,180106,30,R,Female,Yes,1,1,1,2,28,6,1,8
101456,180106,48,S,Female,Yes,2,1,1,3,55,5,1,9
101458,180106,49,S,Male,Yes,2,2,2,NaN,56,3,1,6
101460,180106,6, ,Female,No,3,1,4,4,56,1,4,99
101461,180106,47,U,Male,Yes,3,1,3,4,60,3,1,99
101462,180106,6,U,Male,No,1,1,1,1,39,3,1,3
101463,180106,1,S,Female,Yes,2,1,3,3,56,6,1,8
101464,180106,4, ,Female,Yes,3,2,2,3,37,2,4,1
101465,180106,40,R,Female,Yes,2,1,1,3,26,6,1,5
101466,180106,15,U,Male,Yes,3,2,1,3,34,4,1,7
101467,180106,42, ,Male,Yes,2,2,2,NaN,50,7,1,99
101470,180106,8,S,Male,Yes,3,3,2,4,47,8,1,7
101472,180106,30,R,Male,Yes,4,1,1,3,66,7,1,8
101473,180106,17,U,Female,Yes,2,1,1,2,33,8,1,8
101474,180106,16,S,Male,Yes,4,1,4,4,55,3,1,8
101475,180106,24,S,Male,Yes,2,1,1,3,57,4,1,7
101479,180106,48,U,Female,Yes,4,2,1,2,46,6,1,7
101480,180106,26,R,Male,Yes,1,1,1,2,47,6,1,6
101481,180106,45,U,Female,Yes,1,5,1,2,46,6,2,9
101482,180106,56, ,Female,Yes,1,1,1,2,18,3,2,4
101484,180106,34,S,Female,Yes,3,1,1,2,72,7,4,7
101485,180107,6,S,Male,Yes,2,1,1,1,46,6,1,9
101486,180107,5,U,Female,Yes,1,1,4,NaN,56,4,3,1
101487,180106,51,R,Female,No,1,3,NaN,NaN,77,3,3,99
101488,180106,6,U,Female,Yes,3,1,1,3,38,8,1,9
101491,180106,6, ,Male,No,2,4,NaN,4,18,3,4,98
101492,180106,54,S,Male,Yes,1,2,1,2,44,7,2,6
101493,180106,41,S,Male,Yes,4,1,1,NaN,47,8,1,99
101495,180106,53,S,Male,Yes,1,1,2,NaN,70,8,3,99
101499,180106,6,S,Male,Yes,3,2,2,3,33,6,1,7
101500,180106,12,S,Male,Yes,2,1,1,1,70,7,1,4
101501,180106,13, ,Male,Yes,4,2,3,3,18,3,2,1
101502,180106,12,S,Male,Yes,1,1,2,3,50,2,1,4
101508,180106,6,U,Female,Yes,4,2,1,2,25,6,1,4
101509,180106,51, ,Female,Yes,4,1,1,3,26,6,1,5
101510,180106,44,U,Female,Yes,4,2,4,4,52,3,2,2
101511,180106,13,R,Male,Yes,2,1,1,3,53,3,1,8
101512,180106,42,R,Male,Yes,2,2,2,3,25,1,1,7
101513,180106,6,S,Female,No,2,1,NaN,NaN,49,6,5,9
101514,180106,24,S,Male,Yes,8,8,8,8,99,3,1,9
101515,180106,12,S,Male,Yes,1,1,1,1,53,6,1,9
101516,180106,48, ,Female,Yes,4,3,3,3,23,3,2,2
101518,180106,47,R,Female,Yes,3,2,2,3,74,7,3,9
101520,180106,55,R,Female,Yes,2,2,2,3,57,5,1,7
101521,180106,6,U,Female,Yes,2,1,1,3,48,7,1,9
101522,180106,13,S,Male,Yes,4,2,2,4,37,8,1,8
101523,180106,40, ,Male,No,3,3,NaN,NaN,26,3,1,2
101525,180106,13,S,Male,Yes,2,1,1,2,55,3,1,5
101526,180106,39,S,Male,Yes,1,1,1,3,67,8,3,9
101527,180106,48,U,Male,Yes,2,1,2,3,53,6,1,4
101528,180106,24,S,Female,Yes,3,1,1,2,36,7,1,2
101529,180106,36,S,Male,No,1,1,6,NaN,87,5,3,98
101530,180106,48, ,Male,No,4,2,NaN,NaN,35,1,1,98
101531,180106,48,U,Female,No,1,2,NaN,NaN,60,1,1,1
101533,180106,48,U,Male,Yes,1,3,2,3,23,5,2,98
101536,180106,11,U,Male,Yes,2,1,1,3,23,6,7,4
101537,180106,4,S,Female,Yes,1,2,1,4,64,5,3,4
101541,180106,53,U,Female,Yes,2,1,2,2,30,6,4,7
101542,180106,6,S,Female,Yes,2,1,4,NaN,39,4,1,8
101543,180106,17,U,Female,No,3,2,3,NaN,30,2,4,2
101545,180106,36,U,Male,Yes,3,5,5,2,27,8,1,7
101546,180106,29,S,Female,Yes,1,1,2,3,43,7,1,8
101547,180106,24,S,Female,Yes,4,4,1,3,19,4,2,9
101550,180106,48,U,Female,Yes,2,2,1,2,22,6,7,7
101551,180106,16, ,Male,Yes,3,1,1,1,72,6,3,3
101553,180106,49,S,Male,Yes,2,1,1,NaN,61,7,1,7
101554,180106,8,S,Male,Yes,3,2,1,NaN,19,3,2,5
101555,180106,12,R,Female,No,2,6,NaN,NaN,78,6,3,2
101556,180106,47,U,Female,Yes,5,5,3,2,67,3,4,4
101557,180106,47,U,Male,Yes,1,1,2,2,41,3,8,2
101558,180108,28,R,Female,Yes,2,2,1,3,50,4,4,99
101559,180106,36,U,Male,Yes,2,2,1,4,60,3,1,9
101561,180106,36,U,Female,Yes,4,1,1,1,44,6,4,1
101562,180106,51, ,Male,No,2,2,3,2,39,1,1,1
101563,180106,48,U,Male,Yes,1,1,1,2,47,7,1,8
101565,180106,26,S,Female,Yes,2,4,3,3,99,6,3,99
101567,180106,17,S,Female,Yes,1,1,1,1,37,3,1,6
101568,180106,18,S,Female,Yes,2,1,1,1,37,6,1,2
101569,180106,29,R,Male,Yes,6,4,2,4,20,3,2,6
101570,180106,6,S,Male,Yes,1,1,1,2,32,6,1,9
101573,180106,55, ,Female,Yes,1,1,2,2,67,3,3,99
101574,180106,5,U,Male,Yes,2,1,1,2,28,7,1,9
101575,180106,17,S,Female,Yes,1,1,1,1,71,4,2,3
101576,180106,17,S,Male,Yes,3,5,5,3,34,8,1,7
101578,180108,19,U,Male,Yes,3,1,3,3,67,6,3,6
101579,180106,29,S,Female,Yes,1,1,2,NaN,59,5,6,2
101581,180106,55,U,Female,Yes,3,1,1,1,54,3,1,5
101583,180106,27, ,Female,Yes,1,1,8,4,50,4,6,98
101585,180106,19,U,Male,Yes,4,2,2,2,40,3,1,8
101586,180106,17,S,Male,Yes,5,5,1,2,30,5,1,8
101587,180106,51,R,Female,Yes,1,1,4,4,47,3,2,2
101588,180106,37,U,Female,Yes,2,5,1,1,18,3,2,8
101590,180106,51,S,Male,Yes,4,2,4,4,55,4,1,6
101591,180106,34,S,Female,Yes,1,1,1,2,70,3,3,2
101592,180107,17,S,Male,Yes,3,3,2,4,31,2,1,2
101594,180107,13,U,Female,Yes,1,1,1,4,63,3,3,2
101596,180109,35,R,Male,Yes,2,1,1,NaN,62,3,3,5
101598,180107,4, ,Female,No,4,4,NaN,4,56,3,5,98
101599,180107,42,S,Female,Yes,2,1,2,3,21,6,7,7
101600,180107,4,S,Female,No,3,1,NaN,NaN,94,2,3,99
101602,180107,53,U,Female,Yes,1,2,2,4,24,6,2,5
101603,180107,55,S,Male,Yes,1,1,1,2,50,6,1,9
101605,180107,12,U,Male,Yes,2,1,1,NaN,75,6,3,9
101608,180107,6,S,Male,Yes,4,3,4,4,24,5,1,1
101610,180107,18,R,Female,Yes,3,4,3,4,66,4,3,99
101614,180107,42,U,Male,Yes,3,1,1,2,27,2,1,98
101615,180107,42,R,Male,Yes,1,1,4,4,67,5,3,5
101617,180107,25,S,Male,Yes,5,5,5,4,51,4,4,2
101618,180107,39, ,Female,Yes,1,1,4,NaN,81,6,3,2
101619,180107,18,U,Male,Yes,2,2,3,4,48,3,1,1
101621,180107,26,S,Female,Yes,5,1,3,NaN,68,3,3,99
101622,180107,26,U,Male,Yes,4,2,1,4,25,6,1,4
101623,180107,39, ,Male,Yes,2,3,2,4,45,2,99,9
101624,180107,24,S,Female,Yes,2,3,2,NaN,77,8,3,3
101625,180107,12,S,Male,Yes,3,2,1,3,55,3,1,6
101627,180107,36,U,Female,Yes,2,2,1,3,44,6,1,4
101628,180108,12, ,Male,Yes,4,4,4,NaN,50,5,1,99
101629,180107,39,S,Female,Yes,1,1,2,NaN,80,6,3,6
101631,180107,33,U,Male,Yes,3,2,1,3,35,6,1,4
101634,180107,36,U,Male,Yes,2,1,1,2,33,6,1,6
101635,180107,24, ,Male,Yes,8,1,8,3,99,4,99,99
101636,180107,12,S,Male,Yes,2,3,1,4,50,6,1,6
101638,180107,25,S,Female,Yes,2,3,2,NaN,67,3,1,7
101639,180107,12, ,Male,No,4,4,NaN,NaN,36,99,99,99
101640,180107,37,S,Male,Yes,2,1,2,3,61,6,1,6
101641,180108,24,S,Male,Yes,3,1,1,4,52,6,5,9
101642,180107,42,U,Female,Yes,1,1,1,2,35,8,1,9
101643,180107,12,U,Female,Yes,4,1,1,3,33,3,2,2
101645,180107,44,S,Male,Yes,1,1,1,4,63,8,1,9
101646,180107,36,S,Female,Yes,1,1,1,2,18,3,4,99
101647,180107,50,S,Male,Yes,1,1,1,2,30,6,1,7
101650,180107,23,U,Male,Yes,4,3,2,NaN,29,4,1,6
101652,180107,39,U,Male,Yes,3,3,3,NaN,31,7,1,5
101653,180107,13,S,Male,Yes,2,2,1,4,58,4,1,6
101654,180107,40,S,Male,No,1,2,NaN,NaN,79,4,3,4
101655,180107,48,S,Female,Yes,1,1,1,4,44,3,2,2
101656,180107,48,U,Female,Yes,3,1,1,3,99,99,1,99
101659,180107,41,U,Male,Yes,2,5,5,2,30,6,5,1
101662,180107,17,S,Male,No,2,2,NaN,NaN,55,3,4,98
101663,180107,25,U,Female,Yes,3,1,1,1,22,6,1,4
101664,180107,48,R,Male,No,2,2,2,2,43,3,1,5
101665,180107,6,U,Male,Yes,1,1,1,1,18,3,4,2
101667,180107,6,S,Female,Yes,4,1,1,2,55,4,1,7
101669,180107,12,S,Female,No,2,2,NaN,NaN,66,4,3,3
101670,180107,12,S,Female,Yes,3,3,3,NaN,72,5,3,6
101671,180107,37,S,Female,No,3,1,1,NaN,62,7,3,9
101674,180107,13,S,Female,Yes,3,1,1,3,26,6,1,6
101677,180107,6,U,Male,Yes,2,1,2,3,23,5,1,3
101679,180107,37,U,Female,Yes,2,2,3,3,52,4,4,7
101680,180107,6,U,Female,No,4,4,NaN,NaN,65,1,1,1
101683,180107,37,R,Male,No,2,4,4,4,41,3,1,6
101686,180107,47, ,Male,Yes,4,1,4,6,49,1,5,98
101689,180107,6,U,Female,Yes,1,1,1,1,43,3,4,6
101690,180107,13,U,Female,Yes,2,1,1,NaN,68,3,3,5
101693,180107,36,U,Female,Yes,1,3,1,3,27,6,1,6
101699,180107,48,U,Female,No,1,4,NaN,NaN,50,3,3,6
101701,180107,42,U,Male,Yes,2,2,4,4,60,3,3,3
101703,180107,17,S,Male,No,2,1,3,NaN,54,4,4,99
101704,180107,36,U,Male,Yes,4,2,2,3,24,6,1,5
101707,180107,12,S,Female,Yes,2,5,2,4,43,5,1,2
101709,180107,45,U,Male,Yes,2,1,1,2,68,8,3,4
101710,180107,48,U,Female,Yes,3,3,2,1,19,3,2,98
101716,180107,48,S,Male,Yes,4,2,4,NaN,29,5,4,3
101721,180107,8,R,Male,Yes,2,2,3,4,68,6,3,9
101724,180107,49,S,Male,Yes,1,1,1,NaN,76,7,3,6
101728,180107,36,U,Female,Yes,1,2,1,2,19,3,2,1
101729,180107,12,S,Male,Yes,1,1,1,1,58,6,3,99
101730,180107,6,S,Male,Yes,2,2,4,3,38,3,1,5
101731,180107,6, ,Male,Yes,4,1,4,NaN,18,2,4,2
101732,180107,13, ,Male,Yes,4,4,4,3,25,3,2,3
101736,180107,12,U,Female,Yes,3,3,3,2,73,3,6,1
101737,180107,6,S,Male,Yes,2,1,1,3,43,5,4,3
101738,180107,55,S,Female,Yes,1,1,2,3,66,4,3,6
101739,180107,5,S,Male,No,2,4,NaN,NaN,47,3,1,3
101740,180107,12, ,Male,No,3,4,3,NaN,99,99,99,99
101742,180107,53,U,Female,Yes,1,1,1,2,38,7,4,4
101743,180107,34,S,Female,No,1,4,NaN,NaN,50,4,2,2
101744,180107,12,S,Male,Yes,1,1,1,3,55,5,1,3
101745,180107,26,S,Male,Yes,1,4,2,2,57,6,1,6
101746,180107,12,U,Female,Yes,4,3,2,3,26,5,1,6
101752,180107,9,U,Male,Yes,3,1,1,3,51,7,2,9
101754,180107,48,U,Male,Yes,1,1,1,1,66,3,6,3
101756,180107,13,S,Female,Yes,2,3,2,3,46,6,1,8
101760,180107,12,U,Male,Yes,3,3,2,NaN,66,4,3,3
101772,180107,22,S,Male,Yes,1,1,1,2,34,6,1,5
101775,180107,48,U,Male,Yes,1,1,1,2,87,7,3,8
101776,180107,20,U,Male,Yes,6,1,2,NaN,59,8,5,5
101778,180107,29,R,Male,Yes,4,1,1,4,18,4,2,7
101779,180107,6,U,Female,No,3,3,1,NaN,53,3,2,3
101780,180107,6, ,Male,Yes,8,1,1,1,30,2,1,2
101785,180107,18,S,Female,Yes,1,1,1,NaN,67,8,1,8
101786,180107,22,S,Female,Yes,1,1,1,2,70,6,2,6
101789,180107,6,U,Male,Yes,1,2,1,2,32,7,1,7
101792,180107,6,U,Female,No,3,3,2,NaN,50,2,2,2
101793,180107,49,U,Male,Yes,4,3,2,4,32,7,1,6
101794,180107,17,U,Female,Yes,3,1,2,4,45,8,1,9
101795,180107,29, ,Female,Yes,2,1,1,2,34,6,1,99
101796,180107,55,S,Male,Yes,3,1,1,3,29,4,1,7
101797,180107,29,S,Male,Yes,1,2,2,2,63,6,3,8
101798,180107,6,U,Male,No,3,8,6,4,36,98,8,99
101799,180107,37,R,Male,Yes,3,4,4,3,28,4,1,5
101800,180107,12, ,Male,Yes,4,1,4,4,99,99,99,99
101802,180107,40,S,Female,Yes,4,1,1,2,36,4,4,2
101804,180107,45, ,Male,No,1,1,NaN,NaN,53,1,4,98
101806,180107,12,S,Female,Yes,3,8,1,NaN,27,1,1,2
101808,180107,1,U,Male,Yes,4,4,4,4,62,5,3,4
101813,180107,6,U,Male,Yes,2,1,3,NaN,58,4,3,8
101814,180107,6,S,Male,Yes,1,4,1,2,23,4,2,6
101817,180107,12,S,Female,Yes,1,1,2,4,63,4,3,98
101825,180107,39,U,Male,No,2,2,NaN,NaN,59,3,2,3
101826,180107,12,U,Male,Yes,1,1,1,1,51,7,1,99
101828,180107,21,U,Male,Yes,3,1,1,NaN,42,3,1,4
101837,180107,39,U,Male,No,2,3,NaN,NaN,58,3,4,1
101838,180107,24,U,Female,Yes,1,1,1,1,61,6,4,6
101839,180107,37,R,Male,No,4,1,4,NaN,30,3,1,1
101840,180107,48,U,Male,No,2,4,4,NaN,67,6,5,2
101841,180107,55,R,Male,Yes,3,1,1,1,61,6,1,8
101842,180107,49,S,Female,Yes,2,3,3,4,79,6,3,99
101845,180107,12, ,Female,Yes,1,1,1,1,99,8,3,98
101847,180107,38,S,Male,Yes,1,3,2,NaN,50,4,1,6
101848,180107,16,S,Female,Yes,2,1,2,3,58,6,1,4
101849,180107,20,U,Male,Yes,2,1,2,NaN,67,3,5,4
101852,180107,49,S,Female,Yes,6,2,1,3,29,8,1,7
101856,180107,35,U,Male,Yes,2,1,2,2,37,3,1,1
101859,180107,8,U,Female,Yes,2,2,2,4,40,8,1,8
101860,180107,4,U,Male,Yes,3,9,3,4,36,6,1,7
101861,180107,48,U,Female,Yes,1,1,3,2,53,2,4,2
101862,180107,27,R,Female,Yes,1,1,2,4,67,6,3,2
101863,180107,6, ,Female,No,2,2,NaN,NaN,40,4,4,98
101866,180107,6,R,Male,No,2,1,NaN,NaN,50,1,1,98
101869,180107,53,R,Male,Yes,6,1,5,1,68,3,3,9
101870,180107,6,S,Female,Yes,4,1,1,1,20,4,2,98
101878,180108,6,S,Female,Yes,2,1,1,4,60,3,2,8
101879,180108,45,S,Male,Yes,4,1,1,NaN,34,6,1,6
101880,180108,26,R,Female,Yes,2,1,3,4,56,4,8,7
101881,180108,12, ,Male,Yes,4,2,2,4,34,4,1,98
101882,180108,24,S,Female,Yes,2,1,2,3,30,5,1,3
101883,180108,12,S,Female,No,4,4,NaN,NaN,88,6,3,98
101884,180108,12, ,Male,Yes,1,1,1,1,53,6,1,3
101885,180108,26,U,Female,Yes,1,1,3,1,54,3,4,3
101886,180108,42,S,Female,Yes,2,2,2,3,55,8,4,9
101887,180108,45,U,Male,Yes,1,2,1,NaN,66,8,3,8
